date,portfolio_value,spy_value,cash,n_positions,regime
2012-06-15,2743975.5933755375,1067628.36894135,-2.9103830456733704e-11,9,bull
2012-06-18,2773704.723339587,1069697.9383546312,-2.9103830456733704e-11,9,bull
2012-06-19,2801744.344226368,1080045.0153486968,-2.9103830456733704e-11,9,bear
2012-06-20,2779285.0964537202,1078293.9478551676,-2.9103830456733704e-11,9,bear
2012-06-21,2710502.016909669,1054098.3519450834,-2.9103830456733704e-11,9,bear
2012-06-22,2741507.7663754057,1062216.3775442902,-2.9103830456733704e-11,9,bear
2012-06-25,2689224.584767705,1045183.9945392631,-2.9103830456733704e-11,9,bear
2012-06-26,2705245.7447193665,1050436.811983681,-2.9103830456733704e-11,9,bear
2012-06-27,2696102.499063759,1059908.1627128972,-2.9103830456733704e-11,9,bear
2012-06-28,2674053.3021598724,1056883.9346199343,-2.9103830456733704e-11,9,bear
2012-06-29,2758162.9227097123,1083228.4944015357,-2.9103830456733704e-11,9,bear
2012-07-02,2767586.627293457,1086491.5989343124,-2.9103830456733704e-11,9,bear
2012-07-03,2789492.3821488456,1093654.8888466035,-2.9103830456733704e-11,9,bear
2012-07-05,2799946.039977767,1088720.1112785335,-2.9103830456733704e-11,9,bear
2012-07-06,2753489.934475007,1078373.3423134035,-2.9103830456733704e-11,9,bear
2012-07-09,2756375.2837326643,1077020.32521233,-2.9103830456733704e-11,9,bear
2012-07-10,2729199.468884407,1067628.36894135,-2.9103830456733704e-11,9,bear
2012-07-11,2728535.2767294897,1067787.619901226,-2.9103830456733704e-11,9,bear
2012-07-12,2729812.263072298,1062614.273922278,-2.9103830456733704e-11,9,bear
2012-07-13,2771337.8090086896,1080442.9117266848,-2.9103830456733704e-11,9,bear
2012-07-16,2751393.0715605402,1077895.512426542,-2.9103830456733704e-11,9,bear
2012-07-17,2780426.2017452517,1085297.447756945,-2.9103830456733704e-11,9,bear
2012-07-18,2821043.290749902,1093336.0788979155,-2.9103830456733704e-11,9,bear
2012-07-19,2851472.3779786616,1096201.7490961084,-2.9103830456733704e-11,9,bear
2012-07-20,2812840.4179113153,1086173.0200073265,-2.9103830456733704e-11,9,bear
2012-07-23,2774757.4612856796,1075189.709246097,-2.9103830456733704e-11,9,bear
2012-07-24,2774947.251806194,1065957.3119639286,-2.9103830456733704e-11,9,bear
2012-07-25,2744458.2641863553,1066196.0343892744,-2.9103830456733704e-11,9,bear
2012-07-26,2803472.3617853443,1083785.7187466333,-2.9103830456733704e-11,9,bear
2012-07-27,2896381.499043033,1103762.3963357494,-2.9103830456733704e-11,9,bear
2012-07-30,2890440.9524273556,1103762.3963357494,-2.9103830456733704e-11,9,bear
2012-07-31,2818904.2590273432,1096042.4981362324,-2.9103830456733704e-11,9,bear
2012-08-01,2786022.0069147446,1095087.4544203808,-2.9103830456733704e-11,9,bear
2012-08-02,2778238.2939537237,1087526.3451373358,-2.9103830456733704e-11,9,bear
2012-08-03,2837055.874486766,1109095.4553179771,-2.9103830456733704e-11,9,bear
2012-08-06,2841811.0042707417,1111244.1881677923,-2.9103830456733704e-11,9,bear
2012-08-07,2875023.014860344,1116816.0465825999,-2.9103830456733704e-11,9,bear
2012-08-08,2786273.5057940492,1118168.9096692055,-2.9103830456733704e-11,9,bear
2012-08-09,2776508.9469888033,1119123.9533850572,-2.9103830456733704e-11,9,bear
2012-08-10,2772622.9785254993,1120954.4153368224,-2.9103830456733704e-11,9,bear
2012-08-13,2773197.472029177,1120397.1909917246,-2.9103830456733704e-11,9,bear
2012-08-14,2759419.2138063805,1120556.2109298985,-2.9103830456733704e-11,9,bear
2012-08-15,2784407.3384507094,1121829.833572736,-2.9103830456733704e-11,9,bear
2012-08-16,2824126.052261446,1130107.0331245847,-2.9103830456733704e-11,9,bear
2012-08-17,2850217.7559828414,1131619.378192768,-2.9103830456733704e-11,9,bear
2012-08-20,2824924.495388926,1131699.157687174,-2.9103830456733704e-11,9,bear
2012-08-21,2814223.8949914984,1128276.4171583515,-2.9103830456733704e-11,9,normal
2012-08-22,2824557.1357488013,1128753.7079945754,-2.9103830456733704e-11,9,normal
2012-08-23,2809720.271332037,1119521.695748577,-2.9103830456733704e-11,9,normal
2012-08-24,2827339.6877120147,1126286.4732250082,-2.9103830456733704e-11,9,normal
2012-08-27,2828131.118155938,1126525.426672056,-2.9103830456733704e-11,9,normal
2012-08-28,2829495.862903583,1125411.6710469665,-2.9103830456733704e-11,9,normal
2012-08-29,2844636.763258919,1126286.4732250082,-2.9103830456733704e-11,9,normal
2012-08-30,2833934.451858865,1118168.9096692055,-2.9103830456733704e-11,9,normal
2012-08-31,2847790.8911086535,1123501.0445646255,-2.9103830456733704e-11,9,normal
2012-09-04,2840889.6999871144,1122466.6833977718,-2.9103830456733704e-11,9,normal
2012-09-05,2840866.4825827144,1121511.4856674522,-2.9103830456733704e-11,9,normal
2012-09-06,2909526.1349445847,1144274.5160037589,-2.9103830456733704e-11,9,normal
2012-09-07,2935680.435233681,1148731.617699435,-2.9103830456733704e-11,9,normal
2012-09-10,2917400.035347756,1142204.330532606,-2.9103830456733704e-11,9,normal
2012-09-11,2925310.863480947,1145388.6566650185,-2.9103830456733704e-11,9,normal
2012-09-12,2926568.564606489,1149208.985542893,-2.9103830456733704e-11,9,normal
2012-09-13,2943165.6387515133,1166718.7363913779,-2.9103830456733704e-11,9,normal
2012-09-14,2924243.268956265,1171892.4674064957,-2.9103830456733704e-11,9,normal
2012-09-17,2929120.6236852207,1167913.0415832133,-2.9103830456733704e-11,9,normal
2012-09-18,2915987.8587377695,1166957.6128311919,-2.9103830456733704e-11,9,normal
2012-09-19,2941864.7339470875,1167594.3086417594,-2.9103830456733704e-11,9,normal
2012-09-20,2940341.831316669,1167674.3191578675,-2.9103830456733704e-11,9,normal
2012-09-21,2941245.192901041,1167186.016287184,-2.9103830456733704e-11,9,normal
2012-09-24,2936233.9332246315,1165425.553911109,-2.9103830456733704e-11,9,normal
2012-09-25,2918545.4054070106,1153023.3078565167,-2.9103830456733704e-11,9,normal
2012-09-26,2916489.7327430574,1146542.0710156092,-2.9103830456733704e-11,9,normal
2012-09-27,2957466.936036928,1157343.9527335758,-2.9103830456733704e-11,9,normal
2012-09-28,2969815.0511152917,1151983.0941398805,-2.9103830456733704e-11,9,normal
2012-10-01,2974055.531607974,1155023.6477664476,-2.9103830456733704e-11,9,normal
2012-10-02,2970104.9419627367,1156224.0365297676,-2.9103830456733704e-11,9,normal
2012-10-03,2997125.89187535,1160944.888001834,-2.9103830456733704e-11,9,normal
2012-10-04,3023846.426124892,1169266.2897059887,-2.9103830456733704e-11,9,normal
2012-10-05,3019468.0332965394,1169346.1462076285,-2.9103830456733704e-11,9,normal
2012-10-08,3012265.642243769,1165345.774416703,-2.9103830456733704e-11,9,normal
2012-10-09,2979010.4676281954,1153823.4900248295,-2.9103830456733704e-11,9,normal
2012-10-10,2944558.1125446837,1146461.5984560973,-2.9103830456733704e-11,9,normal
2012-10-11,2954660.669270603,1147102.1446283644,-2.9103830456733704e-11,9,normal
2012-10-12,2945104.8018764295,1143341.1883278904,-2.9103830456733704e-11,9,normal
2012-10-15,2980883.418611036,1152863.363831535,-2.9103830456733704e-11,9,normal
2012-10-16,3030766.66470705,1164545.5922483902,-2.9103830456733704e-11,9,normal
2012-10-17,3036397.142986222,1169826.209304276,-2.9103830456733704e-11,9,normal
2012-10-18,3026391.0333877914,1166786.1177211127,-2.9103830456733704e-11,9,normal
2012-10-19,2961263.5332844434,1147342.330191156,-2.9103830456733704e-11,9,normal
2012-10-22,2961066.353810731,1147501.7351654998,-2.9103830456733704e-11,9,normal
2012-10-23,2972043.447822856,1131579.103409395,-2.9103830456733704e-11,9,bull
2012-10-24,2949614.8757687747,1128378.2207216765,-2.9103830456733704e-11,9,bull
2012-10-25,2957182.2902358775,1131659.344947205,-2.9103830456733704e-11,9,bull
2012-10-26,2943159.9576511546,1131018.7217677042,-2.9103830456733704e-11,9,bull
2012-10-31,2938098.5352427266,1131018.7217677042,-2.9103830456733704e-11,9,bull
2012-11-01,3008915.86092762,1142861.2792457112,-2.9103830456733704e-11,9,bull
2012-11-02,3016842.8739955677,1132699.3276421395,-2.9103830456733704e-11,9,bull
2012-11-05,3019505.5711557395,1135020.0946526716,-2.9103830456733704e-11,9,bull
2012-11-06,3038860.6325423154,1143901.6469768153,-2.9103830456733704e-11,9,bull
2012-11-07,3002104.795284174,1117976.545598717,-2.9103830456733704e-11,9,bull
2012-11-08,2970218.992674747,1104533.7007913187,-2.9103830456733704e-11,9,bull
2012-11-09,2962921.337674832,1105493.8269846132,-2.9103830456733704e-11,9,bull
2012-11-12,2993630.425129322,1106374.0966762677,-2.9103830456733704e-11,9,bull
2012-11-13,2980774.2532740002,1102533.4378886218,-2.9103830456733704e-11,9,bull
2012-11-14,2940903.2020826354,1087650.3267840478,-2.9103830456733704e-11,9,bull
2012-11-15,2943373.1194960615,1085810.2389280347,-2.9103830456733704e-11,9,bull
2012-11-16,2954096.6731307963,1091171.4825579,-2.9103830456733704e-11,9,bull
2012-11-19,2998817.2830938553,1113255.3860977148,-2.9103830456733704e-11,9,bull
2012-11-20,3007706.217024644,1113735.5262015958,-2.9103830456733704e-11,9,bull
2012-11-21,3027769.2613856015,1115816.1846565704,-2.9103830456733704e-11,9,bull
2012-11-23,3057463.80283341,1131018.7217677042,-2.9103830456733704e-11,9,bull
2012-11-26,3032985.5335807586,1128618.6373061698,-2.9103830456733704e-11,9,bull
2012-11-27,3021540.911536271,1122857.5721174672,-2.9103830456733704e-11,9,bull
2012-11-28,3064897.092359263,1131899.2994882946,-2.9103830456733704e-11,9,bull
2012-11-29,3069363.2113492102,1137180.3785875842,-2.9103830456733704e-11,9,bull
2012-11-30,3022711.8907199255,1137420.3331286737,-2.9103830456733704e-11,9,bull
2012-12-03,3032780.812891521,1131818.826928783,-2.9103830456733704e-11,9,bull
2012-12-04,3018788.613829954,1130218.9246355614,-2.9103830456733704e-11,9,bull
2012-12-05,3017039.892101166,1132219.1105310242,-2.9103830456733704e-11,9,bull
2012-12-06,3041697.919362287,1136060.077347606,-2.9103830456733704e-11,9,bull
2012-12-07,3034140.4334398676,1139500.2985185427,-2.9103830456733704e-11,9,bull
2012-12-10,3003829.8228789545,1139980.5926368916,-2.9103830456733704e-11,9,bull
2012-12-11,3022462.764138777,1147742.0747427593,-2.9103830456733704e-11,9,bull
2012-12-12,3022276.503525744,1148301.8403265784,-2.9103830456733704e-11,9,bull
2012-12-13,3000070.8939821264,1141261.1459307875,-2.9103830456733704e-11,9,bull
2012-12-14,3001690.629707984,1137020.2035409005,-2.9103830456733704e-11,9,bull
2012-12-17,3042713.736331434,1150382.806810489,-2.9103830456733704e-11,9,bull
2012-12-18,3073408.007755991,1163184.8744239185,-2.9103830456733704e-11,9,bull
2012-12-19,3078472.3790886975,1154543.4306553323,-2.9103830456733704e-11,9,bull
2012-12-20,3069457.6817946946,1161184.7655356897,-2.9103830456733704e-11,9,bull
2012-12-21,3028067.170498979,1150644.7084132636,-2.9103830456733704e-11,9,bull
2012-12-24,3018033.9064321085,1147098.987331771,-2.9103830456733704e-11,9,bull
2012-12-26,2982836.383085692,1142263.6261027725,-2.9103830456733704e-11,9,normal
2012-12-27,2999844.4269399233,1140732.8763056672,-2.9103830456733704e-11,9,normal
2012-12-28,2972960.508268554,1128403.3250799547,-2.9103830456733704e-11,9,normal
2012-12-31,3027655.333576196,1147582.5927611815,-2.9103830456733704e-11,9,normal
2013-01-02,3106654.7942177914,1176994.8897229456,-2.9103830456733704e-11,9,normal
2013-01-03,3106145.9461951675,1174335.6759190601,-2.9103830456733704e-11,9,normal
2013-01-04,3133603.109607267,1179493.6974584456,-2.9103830456733704e-11,9,normal
2013-01-07,3136636.517207582,1176269.789607766,-2.9103830456733704e-11,9,normal
2013-01-08,3137795.3570261383,1172885.5526959347,-2.9103830456733704e-11,9,normal
2013-01-09,3136771.618442214,1175867.0417740373,-2.9103830456733704e-11,9,normal
2013-01-10,3117749.9014203423,1185214.4878637756,-2.9103830456733704e-11,9,normal
2013-01-11,3127560.1815885915,1185134.0923114978,-2.9103830456733704e-11,9,normal
2013-01-14,3148969.7905694703,1184328.2886151043,-2.9103830456733704e-11,9,normal
2013-01-15,3163619.6399852126,1185134.0923114978,-2.9103830456733704e-11,9,normal
2013-01-16,3151156.477357999,1184972.6081418362,-2.9103830456733704e-11,9,normal
2013-01-17,3167601.2757006097,1192628.3593154456,-2.9103830456733704e-11,9,normal
2013-01-18,3187628.5006191,1195287.1880831614,-2.9103830456733704e-11,9,normal
2013-01-22,3199150.902353156,1201734.0026904787,-2.9103830456733704e-11,9,normal
2013-01-23,3167983.107649734,1203667.9623647167,-2.9103830456733704e-11,9,normal
2013-01-24,3209843.2013625666,1203990.1606316997,-2.9103830456733704e-11,9,normal
2013-01-25,3293463.867707916,1210759.481534936,-2.9103830456733704e-11,9,normal
2013-01-28,3280803.9187761187,1209309.5123262785,-2.9103830456733704e-11,9,normal
2013-01-29,3289026.316454606,1214063.0148655535,-2.9103830456733704e-11,9,normal
2013-01-30,3285445.602121584,1209309.5123262785,-2.9103830456733704e-11,9,normal
2013-01-31,3284300.4220412085,1206326.8681396663,-2.9103830456733704e-11,9,normal
2013-02-01,3323281.0840021605,1218736.8149176566,0.0,9,normal
2013-02-04,3232567.2515637632,1205038.0750717341,0.0,9,normal
2013-02-05,3218478.530493814,1217206.3731494874,0.0,9,normal
2013-02-06,3237930.3368645413,1218092.3413764567,0.0,9,normal
2013-02-07,3237863.2489673677,1216480.7339836697,0.0,9,normal
2013-02-08,3231796.4972070055,1223249.438829034,0.0,9,normal
2013-02-11,3248162.7487455364,1223008.098157733,0.0,9,normal
2013-02-12,3252891.5165021047,1225022.9154276524,0.0,9,normal
2013-02-13,3241658.5001008995,1226070.213809815,0.0,9,normal
2013-02-14,3221801.010306123,1227198.6778165954,0.0,9,normal
2013-02-15,3241898.708120361,1225747.5534994283,0.0,9,normal
2013-02-19,3270423.0836517755,1234934.2854918449,0.0,9,normal
2013-02-20,3232544.1233825213,1219543.080657454,0.0,9,normal
2013-02-21,3206200.2916768016,1212129.2092057837,0.0,9,normal
2013-02-22,3246648.8701418694,1223974.538944214,0.0,9,normal
2013-02-25,3191146.087966534,1200686.473286614,0.0,9,normal
2013-02-26,3209781.6473318273,1208905.686391274,0.0,9,normal
2013-02-27,3260150.4259666274,1224136.1771283434,0.0,9,normal
2013-02-28,3273914.0286520524,1221718.843046397,0.0,9,normal
2013-03-01,3299411.2426574966,1225747.5534994283,0.0,9,normal
2013-03-04,3336617.7988903434,1232275.0716879594,0.0,9,normal
2013-03-05,3379149.7349774507,1243314.751744464,0.0,9,normal
2013-03-06,3380268.4142779512,1245007.1397256986,0.0,9,normal
2013-03-07,3374670.018187401,1247263.7597103235,0.0,9,normal
2013-03-08,3395602.226627342,1252582.0333036266,0.0,9,normal
2013-03-11,3411055.407660135,1257336.6139441773,0.0,9,normal
2013-03-12,3394711.9024588843,1254515.9929778643,0.0,9,normal
2013-03-13,3410053.659389713,1256288.3914752067,0.0,9,normal
2013-03-14,3406554.9472213616,1262977.2398189313,0.0,9,normal
2013-03-15,3401260.6070686397,1261309.879188741,0.0,9,normal
2013-03-18,3377234.184929675,1254348.9642873562,0.0,9,normal
2013-03-19,3359161.709157519,1251434.7025245205,0.0,9,normal
2013-03-20,3402972.183475654,1260176.7177406878,0.0,9,normal
2013-03-21,3381121.2853538035,1249411.8765022669,0.0,9,normal
2013-03-22,3408513.8589420393,1259448.306314447,0.0,9,normal
2013-03-25,3404173.2759731873,1254187.095081525,0.0,9,normal
2013-03-26,3414586.4194162143,1264223.7559154069,0.0,9,normal
2013-03-27,3422455.653918532,1264223.7559154069,0.0,9,normal
2013-03-28,3441998.4934737156,1268108.8478770608,0.0,9,normal
2013-04-01,3431928.5654761633,1263090.5174601197,0.0,9,normal
2013-04-02,3445099.3484114115,1269322.9439280296,0.0,9,normal
2013-04-03,3414128.4377544085,1256452.9559342274,0.0,9,normal
2013-04-04,3453856.838694884,1261552.0669396163,0.0,9,normal
2013-04-05,3415549.3811015124,1255886.7987499877,0.0,9,normal
2013-04-08,3433125.1506868736,1264385.7791357064,0.0,9,normal
2013-04-09,3407675.655363498,1268756.478714854,0.0,9,normal
2013-04-10,3484607.964328347,1284297.693641043,0.0,9,normal
2013-04-11,3519383.3614644734,1288505.8309492536,0.0,9,normal
2013-04-12,3523670.8617417724,1285349.6124572447,0.0,9,normal
2013-04-15,3433974.6992516504,1255562.5982949212,0.0,9,normal
2013-04-16,3471932.2356361696,1274099.3176157975,0.0,9,normal
2013-04-17,3431159.9341317583,1255482.2027426434,0.0,9,normal
2013-04-18,3407745.1615725458,1247630.5451657823,0.0,9,normal
2013-04-19,3408908.7219746592,1258477.168086693,0.0,9,normal
2013-04-22,3414553.1373508787,1264061.5016734058,0.0,9,normal
2013-04-23,3476123.545943856,1277093.3588730393,0.0,9,normal
2013-04-24,3492528.101851789,1277902.935923898,0.0,9,normal
2013-04-25,3551400.8596387166,1283083.13554667,0.0,9,normal
2013-04-26,3543474.6722628856,1280816.9666650316,0.0,9,normal
2013-04-29,3608455.036215355,1289396.4966174958,0.0,9,normal
2013-04-30,3668762.993895463,1292472.319557227,0.0,9,normal
2013-05-01,3649397.6873122756,1281140.3970477583,0.0,9,bull
2013-05-02,3674259.6358992183,1293038.9387848706,0.0,9,bull
2013-05-03,3725398.4132304215,1306150.8065006118,0.0,9,bull
2013-05-06,3738938.613993977,1309469.510256324,0.0,9,bull
2013-05-07,3775893.927872594,1316106.9177677482,0.0,9,bull
2013-05-08,3797517.1240163106,1322097.0024703152,0.0,9,bull
2013-05-09,3791541.221564347,1318373.5486927908,0.0,9,bull
2013-05-10,3846719.7495807894,1322663.159654555,0.0,9,bull
2013-05-13,3844520.9994560266,1323714.6164273527,0.0,9,bull
2013-05-14,3888883.549114562,1337394.951544353,0.0,9,bull
2013-05-15,3891245.845648428,1344598.208211081,0.0,9,bull
2013-05-16,3856430.0131404093,1338284.8471402556,0.0,9,bull
2013-05-17,3898226.5133842677,1351235.3076935695,0.0,9,bull
2013-05-20,3903373.9096402684,1351155.2201702276,0.0,9,bull
2013-05-21,3921975.141228141,1353097.1885967997,0.0,9,bull
2013-05-22,3859767.7885894063,1343061.1438207894,0.0,9,bull
2013-05-23,3894615.322854161,1339175.0507650939,0.0,9,bull
2013-05-24,3879752.446804838,1338042.2743532106,0.0,9,bull
2013-05-28,3914292.503677033,1346055.801135903,0.0,9,bull
2013-05-29,3880375.7736902353,1337313.7859197354,0.0,9,bull
2013-05-30,3909273.2830061177,1342251.335748229,0.0,9,bull
2013-05-31,3870839.001521065,1322987.3601096214,0.0,9,bull
2013-06-03,3874069.78716907,1330271.782400967,0.0,9,bull
2013-06-04,3857359.2134872605,1323877.8717633956,0.0,9,bull
2013-06-05,3793694.131356852,1305341.6144859232,0.0,9,bull
2013-06-06,3839349.4249333753,1317159.7606707576,0.0,9,bull
2013-06-07,3894191.2402470303,1333913.916539406,0.0,9,bull
2013-06-10,3896124.864634343,1333913.916539406,0.0,9,bull
2013-06-11,3848782.6015699646,1320154.2639714032,0.0,9,bull
2013-06-12,3809197.5842319117,1309227.2454982148,0.0,9,bull
2013-06-13,3860095.6725460743,1329139.0059890836,0.0,9,bull
2013-06-14,3846870.282821848,1320801.7407947285,0.0,9,bull
2013-06-17,3866759.5124378973,1330999.808791038,0.0,9,bull
2013-06-18,3893619.9459409844,1341522.693300286,0.0,9,bull
2013-06-19,3849828.263226559,1322987.3601096214,0.0,9,bull
2013-06-20,3749424.501899475,1290205.9966611203,0.0,9,bull
2013-06-21,3748265.5524007385,1294347.445704702,0.0,9,bull
2013-06-24,3713792.575283809,1277992.4183297856,0.0,9,bull
2013-06-25,3751818.570597621,1290279.9236057436,0.0,9,bull
2013-06-26,3762514.030716956,1303054.3456221735,0.0,9,bull
2013-06-27,3804533.9057137747,1310702.7041013206,0.0,9,bull
2013-06-28,3769778.7271334725,1305332.6816467813,0.0,9,bull
2013-07-01,3814418.3533171276,1312981.0401259284,0.0,9,bull
2013-07-02,3809041.3106639828,1311761.2455396447,0.0,9,bull
2013-07-03,3813327.3324125605,1312330.4830132439,0.0,9,normal
2013-07-05,3860973.804387327,1326488.72502434,0.0,9,normal
2013-07-08,3906680.206628417,1334055.7638644017,0.0,9,normal
2013-07-09,3931557.6806996074,1343657.3338262823,0.0,9,normal
2013-07-10,3924753.1250267494,1344146.1757476036,0.0,9,normal
2013-07-11,3981985.344038822,1362454.0295690838,0.0,9,normal
2013-07-12,3994377.6319707814,1363023.7290860866,0.0,9,normal
2013-07-15,3988810.061690555,1368231.5743058587,0.0,9,normal
2013-07-16,3953113.195081436,1363105.356754108,0.0,9,normal
2013-07-17,3954943.0586965415,1366603.6413794677,0.0,9,normal
2013-07-18,3987131.0374678615,1374089.8226238475,0.0,9,normal
2013-07-19,3981293.867121548,1376530.7979266264,0.0,9,normal
2013-07-22,3985129.0116225122,1379216.040175598,0.0,9,normal
2013-07-23,3919171.929892807,1376287.1470383056,0.0,9,normal
2013-07-24,3957016.7220296715,1371241.6330677688,0.0,9,normal
2013-07-25,3981903.59029201,1374578.2025017648,0.0,9,normal
2013-07-26,3994341.42722396,1376043.034106581,0.0,9,normal
2013-07-29,3970686.392781302,1371811.3325847718,0.0,9,normal
2013-07-30,3969844.8223067927,1371811.3325847718,0.0,9,normal
2013-07-31,3988636.8929760214,1372788.0923406065,0.0,9,normal
2013-08-01,4054988.2559294677,1388655.1248737755,0.0,9,normal
2013-08-02,4052715.474929153,1391015.0885664048,0.0,9,normal
2013-08-05,4081881.2807479566,1388980.2494156498,0.0,9,normal
2013-08-06,4078989.479748423,1381087.3159613742,0.0,9,normal
2013-08-07,4039490.0458536935,1376612.27158018,0.0,9,normal
2013-08-08,4037178.846779865,1381657.169492845,0.0,9,normal
2013-08-09,4071397.5468399078,1377670.5049895681,0.0,9,normal
2013-08-12,4045423.15491188,1376043.034106581,0.0,9,normal
2013-08-13,4049580.9926971793,1380111.4802923473,0.0,9,normal
2013-08-14,4000246.2399725756,1373031.7432289273,0.0,9,normal
2013-08-15,3953972.866738619,1353829.2193630377,0.0,9,normal
2013-08-16,3947151.367757558,1349353.5589239718,0.0,9,normal
2013-08-19,3934786.56477688,1340728.5947034578,0.0,9,normal
2013-08-20,3964643.0551321157,1347319.3358310887,0.0,9,normal
2013-08-21,3946219.549980327,1339019.958195853,0.0,9,normal
2013-08-22,4003768.538366231,1351224.834709748,0.0,9,normal
2013-08-23,4002628.863622164,1355781.8147878994,0.0,9,normal
2013-08-26,3988813.8478216594,1350736.9168752343,0.0,9,normal
2013-08-27,3929719.8644359238,1329011.1739806726,0.0,9,normal
2013-08-28,3943263.491085187,1333730.6393225275,0.0,9,normal
2013-08-29,3958730.163804416,1335846.1820544961,0.0,9,normal
2013-08-30,3939365.598066363,1331614.6345471547,0.0,9,normal
2013-09-03,3956492.8030243847,1337636.2922156544,0.0,9,normal
2013-09-04,3982593.1736789346,1348702.0777244794,0.0,9,normal
2013-09-05,3986300.9160558595,1350411.0222610203,0.0,9,normal
2013-09-06,3995734.9290381446,1351062.1954315766,0.0,9,normal
2013-09-09,4031517.6586311706,1364000.4888419213,0.0,9,normal
2013-09-10,4092608.3464862183,1374089.8226238475,0.0,9,normal
2013-09-11,4114306.7498012106,1378402.0737124025,0.0,9,normal
2013-09-12,4098402.1206216034,1374740.6877654681,0.0,9,normal
2013-09-13,4113342.22144773,1377833.2982822075,0.0,9,normal
2013-09-16,4139121.1883007605,1385807.0893321647,0.0,9,normal
2013-09-17,4176413.989256229,1391991.0782498997,0.0,9,normal
2013-09-18,4225153.95270616,1408102.2237147936,0.0,9,normal
2013-09-19,4243232.944561421,1405742.5680511002,0.0,9,normal
2013-09-20,4215373.399910151,1395914.750835779,0.0,9,normal
2013-09-23,4199236.261313506,1389454.4599625145,0.0,9,normal
2013-09-24,4205221.72228784,1386183.9627352755,0.0,9,normal
2013-09-25,4198510.046280489,1382177.584380099,0.0,9,normal
2013-09-26,4227561.22852251,1387492.777684043,0.0,9,normal
2013-09-27,4209036.930045233,1381114.7305366718,0.0,9,normal
2013-09-30,4212176.256434532,1373756.227286235,0.0,9,normal
2013-10-01,4263113.064165731,1384630.7268258473,0.0,9,normal
2013-10-02,4283018.276962014,1383322.3739204837,0.0,9,normal
2013-10-03,4228865.796108661,1370566.7416691456,0.0,9,normal
2013-10-04,4264736.824866833,1380951.321186161,0.0,9,normal
2013-10-07,4226332.231603539,1369013.0437163138,0.0,9,normal
2013-10-08,4146103.0765892244,1353068.8499346941,0.0,9,normal
2013-10-09,4131145.409692079,1354050.2301245676,0.0,9,normal
2013-10-10,4200269.379776425,1383241.0542813982,0.0,9,normal
2013-10-11,4234734.420352683,1392152.947455731,0.0,9,normal
2013-10-14,4250863.862116638,1397713.4858071434,0.0,9,normal
2013-10-15,4170154.969206695,1387573.7892941926,0.0,9,normal
2013-10-16,4232510.643725603,1406953.121769306,0.0,9,normal
2013-10-17,4242767.206225196,1416356.1670819796,0.0,9,normal
2013-10-18,4282637.958268511,1425922.775759632,0.0,9,normal
2013-10-21,4320060.766142832,1426004.0953987178,0.0,9,normal
2013-10-22,4296664.243916046,1434263.4292722824,0.0,9,normal
2013-10-23,4251084.383083978,1427394.5380155067,0.0,9,normal
2013-10-24,4286013.784077194,1432137.2595420242,0.0,9,normal
2013-10-25,4281204.599542051,1438678.2539965021,0.0,9,normal
2013-10-28,4271488.210679337,1440967.3710338676,0.0,9,normal
2013-10-29,4312249.443961296,1448653.3090431984,0.0,9,normal
2013-10-30,4292184.421221639,1441458.2151432724,0.0,9,normal
2013-10-31,4265463.070982589,1437369.7470766706,0.0,9,normal
2013-11-01,4259992.185146067,1440803.9616833567,0.0,9,normal
2013-11-04,4293583.196968588,1445873.347896428,0.0,9,normal
2013-11-05,4325273.936757892,1441294.4977638256,0.0,9,normal
2013-11-06,4324223.933909249,1448653.3090431984,0.0,9,bull
2013-11-07,4256887.121737381,1430338.3705561918,0.0,9,bull
2013-11-08,4337094.303518947,1449634.535218604,0.0,9,bull
2013-11-11,4362119.627077933,1449880.4963239443,0.0,9,bull
2013-11-12,4383359.111364379,1446936.6637832592,0.0,9,bull
2013-11-13,4440736.779580208,1458547.6605086806,0.0,9,bull
2013-11-14,4466590.251901817,1465824.690105564,0.0,9,bull
2013-11-15,4486055.199505127,1472202.429223999,0.0,9,bull
2013-11-18,4454151.171012029,1467050.9532995021,0.0,9,bull
2013-11-19,4451835.662534341,1463862.3917692204,0.0,9,bull
2013-11-20,4464098.746980537,1459282.925578746,0.0,9,bull
2013-11-21,4511671.899820995,1471057.7936980822,0.0,9,bull
2013-11-22,4533257.227118544,1478416.450962987,0.0,9,bull
2013-11-25,4516821.230587051,1476944.9967360485,0.0,9,bull
2013-11-26,4533455.372737943,1477354.0591629636,0.0,9,bull
2013-11-27,4547651.820153279,1480951.3750912247,0.0,9,bull
2013-11-29,4560978.285884021,1479969.6868724152,0.0,9,bull
2013-12-02,4535793.428493403,1476127.4879400895,0.0,9,bull
2013-12-03,4515777.534723126,1469749.1327637827,0.0,9,bull
2013-12-04,4513004.9411669085,1469586.1854566757,0.0,9,bull
2013-12-05,4501406.19092385,1463126.664655751,0.0,9,bull
2013-12-06,4531882.253452983,1479479.6128353502,0.0,9,bull
2013-12-09,4535311.432698001,1483240.954171994,0.0,9,bull
2013-12-10,4547782.096373262,1477926.068896986,0.0,9,bull
2013-12-11,4500369.832851327,1461327.9296843866,0.0,9,bull
2013-12-12,4491813.553463522,1456503.1184464437,0.0,9,bull
2013-12-13,4492463.544380153,1456339.7090959328,0.0,9,bull
