date,regime,n_active,hedge_mtm_value,daily_cash_flow,cumulative_premium,cumulative_payoffs,vix
2011-03-24,bull,1,879623.8931051051,0.0,118357405.75052719,3896297.4990008874,18.0
2011-03-25,bull,1,688192.0608139507,0.0,118357405.75052719,3896297.4990008874,17.90999984741211
2011-03-28,bull,1,756393.2720022788,0.0,118357405.75052719,3896297.4990008874,19.440000534057617
2011-03-29,bull,1,346889.3515191254,0.0,118357405.75052719,3896297.4990008874,18.15999984741211
2011-03-30,bull,1,175124.2702625156,0.0,118357405.75052719,3896297.4990008874,17.709999084472656
2011-03-31,bull,1,149653.66666423387,0.0,118357405.75052719,3896297.4990008874,17.739999771118164
2011-04-01,bull,1,77498.85603870779,0.0,118357405.75052719,3896297.4990008874,17.399999618530273
2011-04-04,bull,1,24037.547300042555,0.0,118357405.75052719,3896297.4990008874,17.5
2011-04-05,bull,1,12147.077361694615,0.0,118357405.75052719,3896297.4990008874,17.25
2011-04-06,bull,1,3577.345683627911,0.0,118357405.75052719,3896297.4990008874,16.899999618530273
2011-04-07,bull,1,2244.698543759891,0.0,118357405.75052719,3896297.4990008874,17.110000610351562
2011-04-08,bull,1,2057.2562512869713,0.0,118357405.75052719,3896297.4990008874,17.8700008392334
2011-04-11,bull,1,3233063.058979959,-3700739.2534797527,122058145.78850208,3896297.4990008874,16.59000015258789
2011-04-12,bull,1,4097127.1231088,0.0,122058145.78850208,3896297.4990008874,17.09000015258789
2011-04-13,bull,1,3866827.0078678136,0.0,122058145.78850208,3896297.4990008874,16.920000076293945
2011-04-14,bull,1,3314328.7077140287,0.0,122058145.78850208,3896297.4990008874,16.270000457763672
2011-04-15,bull,1,2397979.362452776,0.0,122058145.78850208,3896297.4990008874,15.319999694824219
2011-04-18,bull,1,3850780.2034151936,0.0,122058145.78850208,3896297.4990008874,16.959999084472656
2011-04-19,bull,1,2549552.1976680136,0.0,122058145.78850208,3896297.4990008874,15.829999923706055
2011-04-20,bull,1,1178227.0880007881,0.0,122058145.78850208,3896297.4990008874,15.069999694824219
2011-04-21,bull,1,763605.2399654782,0.0,122058145.78850208,3896297.4990008874,14.6899995803833
2011-04-25,bull,1,673118.996377049,0.0,122058145.78850208,3896297.4990008874,15.770000457763672
2011-04-26,bull,1,344991.7331254119,0.0,122058145.78850208,3896297.4990008874,15.619999885559082
2011-04-27,bull,1,171166.5950651539,0.0,122058145.78850208,3896297.4990008874,15.350000381469727
2011-04-28,bull,1,74349.76994380294,0.0,122058145.78850208,3896297.4990008874,14.619999885559082
2011-04-29,bull,1,48228.138088837826,0.0,122058145.78850208,3896297.4990008874,14.75
2011-05-02,bull,1,31562.77659102917,0.0,122058145.78850208,3896297.4990008874,15.989999771118164
2011-05-03,bull,1,37819.39096877577,0.0,122058145.78850208,3896297.4990008874,16.700000762939453
2011-05-04,bull,1,47541.11416582758,0.0,122058145.78850208,3896297.4990008874,17.079999923706055
2011-05-05,bull,1,98552.03541381797,0.0,122058145.78850208,3896297.4990008874,18.200000762939453
2011-05-06,bull,1,3953324.4312165612,-4538304.099945683,126626270.61475292,3896297.4990008874,18.399999618530273
2011-05-09,bull,1,2607501.6239301013,0.0,126626270.61475292,3896297.4990008874,17.15999984741211
2011-05-10,bull,1,1462736.5313025129,0.0,126626270.61475292,3896297.4990008874,15.90999984741211
2011-05-11,bull,1,2402238.638514148,0.0,126626270.61475292,3896297.4990008874,16.950000762939453
2011-05-12,bull,1,1605331.7634955286,0.0,126626270.61475292,3896297.4990008874,16.030000686645508
2011-05-13,bull,1,2393774.469165746,0.0,126626270.61475292,3896297.4990008874,17.06999969482422
2011-05-16,bull,1,2922450.5087201907,0.0,126626270.61475292,3896297.4990008874,18.239999771118164
2011-05-17,bull,1,2475196.399978921,0.0,126626270.61475292,3896297.4990008874,17.549999237060547
2011-05-18,bull,1,1243942.3459853071,0.0,126626270.61475292,3896297.4990008874,16.229999542236328
2011-05-19,bull,1,835850.944521738,0.0,126626270.61475292,3896297.4990008874,15.520000457763672
2011-05-20,bull,1,1649486.9498207557,0.0,126626270.61475292,3896297.4990008874,17.43000030517578
2011-05-23,bull,1,2285844.269765374,0.0,126626270.61475292,3896297.4990008874,18.270000457763672
2011-05-24,bull,1,1985244.7012693174,0.0,126626270.61475292,3896297.4990008874,17.81999969482422
2011-05-25,bull,1,1288589.5958342105,0.0,126626270.61475292,3896297.4990008874,17.06999969482422
2011-05-26,bull,1,657407.356506479,0.0,126626270.61475292,3896297.4990008874,16.09000015258789
2011-05-27,bull,1,383838.3947015514,0.0,126626270.61475292,3896297.4990008874,15.979999542236328
2011-05-31,bull,1,2168694.2789408327,-2465449.777423091,129103035.24733329,3896297.4990008874,15.449999809265137
2011-06-01,bull,1,5782680.79247738,0.0,129103035.24733329,3896297.4990008874,18.299999237060547
2011-06-02,bull,1,5652121.440758318,0.0,129103035.24733329,3896297.4990008874,18.09000015258789
2011-06-03,bull,1,6958316.336689597,0.0,129103035.24733329,3896297.4990008874,17.950000762939453
2011-06-06,bull,1,8721675.059574619,0.0,129103035.24733329,3896297.4990008874,18.489999771118164
2011-06-07,bull,1,8438814.584753294,0.0,129103035.24733329,3896297.4990008874,18.06999969482422
2011-06-08,bull,1,9546219.683714619,0.0,129103035.24733329,3896297.4990008874,18.790000915527344
2011-06-09,bull,1,7139648.173047882,0.0,129103035.24733329,3896297.4990008874,17.770000457763672
2011-06-10,bull,1,10766985.995255973,0.0,129103035.24733329,3896297.4990008874,18.860000610351562
2011-06-13,bull,1,10189163.642083298,0.0,129103035.24733329,3896297.4990008874,19.610000610351562
2011-06-14,bull,1,6283113.655130276,0.0,129103035.24733329,3896297.4990008874,18.260000228881836
2011-06-15,bull,1,11986500.584379772,0.0,129103035.24733329,3896297.4990008874,21.31999969482422
2011-06-16,bull,1,11540134.734231107,0.0,129103035.24733329,3896297.4990008874,22.729999542236328
2011-06-17,bull,1,10006134.619086387,0.0,129103035.24733329,3896297.4990008874,21.850000381469727
2011-06-20,bull,1,6795075.743294352,0.0,129103035.24733329,3896297.4990008874,19.989999771118164
2011-06-21,bull,1,3221285.55842362,0.0,129103035.24733329,3896297.4990008874,18.860000610351562
2011-06-22,bull,1,3743916.4949400686,0.0,129103035.24733329,3896297.4990008874,18.520000457763672
2011-06-23,bull,1,4140980.1719375043,0.0,129103035.24733329,3896297.4990008874,19.290000915527344
2011-06-24,bull,1,7246198.246532583,0.0,129103035.24733329,3896297.4990008874,21.100000381469727
2011-06-27,bull,1,5113630.416622068,-3594332.6822912153,135076061.75978026,3896297.4990008874,20.559999465942383
2011-06-28,bull,1,3133819.7662156504,0.0,135076061.75978026,3896297.4990008874,19.170000076293945
2011-06-29,bull,1,1715124.309942116,0.0,135076061.75978026,3896297.4990008874,17.270000457763672
2011-06-30,bull,1,995366.8487968027,0.0,135076061.75978026,3896297.4990008874,16.520000457763672
2011-07-01,bull,1,441187.4586290028,0.0,135076061.75978026,3896297.4990008874,15.869999885559082
2011-07-05,bull,1,299886.5151741515,0.0,135076061.75978026,3896297.4990008874,16.059999465942383
2011-07-06,bull,1,274517.689623543,0.0,135076061.75978026,3896297.4990008874,16.34000015258789
2011-07-07,bull,1,122708.3318719076,0.0,135076061.75978026,3896297.4990008874,15.949999809265137
2011-07-08,bull,1,143573.8202500609,0.0,135076061.75978026,3896297.4990008874,15.949999809265137
2011-07-11,bull,1,474467.27620576456,0.0,135076061.75978026,3896297.4990008874,18.389999389648438
2011-07-12,bull,1,711301.256026283,0.0,135076061.75978026,3896297.4990008874,19.8700008392334
2011-07-13,bull,1,528672.5864388346,0.0,135076061.75978026,3896297.4990008874,19.90999984741211
2011-07-14,bull,1,728155.6389953996,0.0,135076061.75978026,3896297.4990008874,20.799999237060547
2011-07-15,bull,1,329120.43257514964,0.0,135076061.75978026,3896297.4990008874,19.530000686645508
2011-07-18,bull,1,330967.69575282704,0.0,135076061.75978026,3896297.4990008874,20.950000762939453
2011-07-19,bull,1,42421.71541564668,0.0,135076061.75978026,3896297.4990008874,19.209999084472656
2011-07-20,bull,1,22543.719107086585,0.0,135076061.75978026,3896297.4990008874,19.09000015258789
2011-07-21,bull,1,786.9307840902958,0.0,135076061.75978026,3896297.4990008874,17.559999465942383
2011-07-22,bull,1,3878903.224825456,-4448690.40690028,139524882.2261942,3896297.4990008874,17.520000457763672
2011-07-25,bull,1,4947114.896802501,0.0,139524882.2261942,3896297.4990008874,19.350000381469727
2011-07-26,bull,1,5679102.0659476565,0.0,139524882.2261942,3896297.4990008874,20.229999542236328
2011-07-27,bull,1,10200640.594654778,0.0,139524882.2261942,3896297.4990008874,22.979999542236328
2011-07-28,bull,1,10901856.782883855,0.0,139524882.2261942,3896297.4990008874,23.739999771118164
2011-07-29,bull,1,12759280.52648173,0.0,139524882.2261942,3896297.4990008874,25.25
2011-08-01,bull,1,12322348.47176758,0.0,139524882.2261942,3896297.4990008874,23.65999984741211
2011-08-02,bull,1,20742274.156535976,0.0,139524882.2261942,3896297.4990008874,24.790000915527344
2011-08-03,bull,1,18118020.521316294,0.0,139524882.2261942,3896297.4990008874,23.3799991607666
2011-08-04,bull,1,37555555.7694437,0.0,139524882.2261942,3896297.4990008874,31.65999984741211
2011-08-05,bull,1,38203459.47918638,0.0,139524882.2261942,3896297.4990008874,32.0
2011-08-08,bull,1,56975450.13159334,0.0,139524882.2261942,3896297.4990008874,48.0
2011-08-09,bear,0,0.0,24270689.341000658,139524882.2261942,28166986.840001546,35.060001373291016
2011-08-10,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,42.9900016784668
2011-08-11,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,39.0
2011-08-12,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.36000061035156
2011-08-15,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.8700008392334
2011-08-16,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.849998474121094
2011-08-17,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.579999923706055
2011-08-18,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,42.66999816894531
2011-08-19,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,43.04999923706055
2011-08-22,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,42.439998626708984
2011-08-23,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.27000045776367
2011-08-24,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,35.900001525878906
2011-08-25,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,39.7599983215332
2011-08-26,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,35.59000015258789
2011-08-29,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.279998779296875
2011-08-30,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.88999938964844
2011-08-31,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.6200008392334
2011-09-01,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.81999969482422
2011-09-02,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.91999816894531
2011-09-06,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,37.0
2011-09-07,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.380001068115234
2011-09-08,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.31999969482422
2011-09-09,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,38.52000045776367
2011-09-12,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,38.59000015258789
2011-09-13,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.90999984741211
2011-09-14,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.599998474121094
2011-09-15,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.969999313354492
2011-09-16,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.979999542236328
2011-09-19,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.72999954223633
2011-09-20,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.86000061035156
2011-09-21,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,37.31999969482422
2011-09-22,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,41.349998474121094
2011-09-23,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,41.25
2011-09-26,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,39.02000045776367
2011-09-27,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,37.709999084472656
2011-09-28,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,41.08000183105469
2011-09-29,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,38.84000015258789
2011-09-30,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,42.959999084472656
2011-10-03,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,45.45000076293945
2011-10-04,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,40.81999969482422
2011-10-05,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,37.810001373291016
2011-10-06,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.27000045776367
2011-10-07,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.20000076293945
2011-10-10,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.02000045776367
2011-10-11,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.86000061035156
2011-10-12,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.260000228881836
2011-10-13,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.700000762939453
2011-10-14,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,28.239999771118164
2011-10-17,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.38999938964844
2011-10-18,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.559999465942383
2011-10-19,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.439998626708984
2011-10-20,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.779998779296875
2011-10-21,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.31999969482422
2011-10-24,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,29.260000228881836
2011-10-25,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.220001220703125
2011-10-26,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,29.860000610351562
2011-10-27,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,25.459999084472656
2011-10-28,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,24.530000686645508
2011-10-31,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,29.959999084472656
2011-11-01,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.77000045776367
2011-11-02,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.7400016784668
2011-11-03,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.5
2011-11-04,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.15999984741211
2011-11-07,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,29.850000381469727
2011-11-08,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,27.479999542236328
2011-11-09,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,36.15999984741211
2011-11-10,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.810001373291016
2011-11-11,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.040000915527344
2011-11-14,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.1299991607666
2011-11-15,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.219999313354492
2011-11-16,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.5099983215332
2011-11-17,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.5099983215332
2011-11-18,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.0
2011-11-21,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.90999984741211
2011-11-22,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,31.969999313354492
2011-11-23,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,33.97999954223633
2011-11-25,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,34.470001220703125
2011-11-28,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,32.130001068115234
2011-11-29,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.639999389648438
2011-11-30,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,27.799999237060547
2011-12-01,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,27.40999984741211
2011-12-02,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,27.520000457763672
2011-12-05,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,27.84000015258789
2011-12-06,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,28.1299991607666
2011-12-07,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,28.670000076293945
2011-12-08,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,30.59000015258789
2011-12-09,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,26.3799991607666
2011-12-12,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,25.670000076293945
2011-12-13,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,25.40999984741211
2011-12-14,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,26.040000915527344
2011-12-15,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,25.110000610351562
2011-12-16,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,24.290000915527344
2011-12-19,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,24.920000076293945
2011-12-20,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,23.219999313354492
2011-12-21,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.43000030517578
2011-12-22,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.15999984741211
2011-12-23,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.729999542236328
2011-12-27,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.90999984741211
2011-12-28,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,23.520000457763672
2011-12-29,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,22.649999618530273
2011-12-30,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,23.399999618530273
2012-01-03,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,22.969999313354492
2012-01-04,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,22.219999313354492
2012-01-05,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.479999542236328
2012-01-06,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.6299991607666
2012-01-09,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.06999969482422
2012-01-10,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.690000534057617
2012-01-11,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,21.049999237060547
2012-01-12,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.469999313354492
2012-01-13,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.90999984741211
2012-01-17,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,22.200000762939453
2012-01-18,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.889999389648438
2012-01-19,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,19.8700008392334
2012-01-20,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.280000686645508
2012-01-23,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.670000076293945
2012-01-24,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.90999984741211
2012-01-25,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.309999465942383
2012-01-26,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.56999969482422
2012-01-27,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.530000686645508
2012-01-30,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,19.399999618530273
2012-01-31,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,19.440000534057617
2012-02-01,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.549999237060547
2012-02-02,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,17.979999542236328
2012-02-03,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,17.100000381469727
2012-02-06,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,17.760000228881836
2012-02-07,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,17.649999618530273
2012-02-08,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.15999984741211
2012-02-09,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,18.6299991607666
2012-02-10,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,20.790000915527344
2012-02-13,bear,0,0.0,0.0,139524882.2261942,28166986.840001546,19.040000915527344
2012-02-14,bull,1,4357536.64253737,-5074170.940110519,144599053.1663047,28166986.840001546,19.540000915527344
2012-02-15,bull,1,5467016.1736794,0.0,144599053.1663047,28166986.840001546,21.139999389648438
2012-02-16,bull,1,3320269.9961567363,0.0,144599053.1663047,28166986.840001546,19.219999313354492
2012-02-17,bull,1,2356501.3211586257,0.0,144599053.1663047,28166986.840001546,17.780000686645508
2012-02-21,bull,1,1934857.0900451355,0.0,144599053.1663047,28166986.840001546,18.190000534057617
2012-02-22,bull,1,1992100.859162873,0.0,144599053.1663047,28166986.840001546,18.190000534057617
2012-02-23,bull,1,1177237.5475133958,0.0,144599053.1663047,28166986.840001546,16.799999237060547
2012-02-24,bull,1,1106762.254205974,0.0,144599053.1663047,28166986.840001546,17.309999465942383
2012-02-27,bull,1,906327.5263292197,0.0,144599053.1663047,28166986.840001546,18.190000534057617
2012-02-28,bull,1,658162.9843010495,0.0,144599053.1663047,28166986.840001546,17.959999084472656
2012-02-29,bull,1,758291.1524291474,0.0,144599053.1663047,28166986.840001546,18.43000030517578
2012-03-01,bull,1,355574.8229701122,0.0,144599053.1663047,28166986.840001546,17.260000228881836
2012-03-02,bull,1,343002.8179162609,0.0,144599053.1663047,28166986.840001546,17.290000915527344
2012-03-05,bull,1,261515.96074176455,0.0,144599053.1663047,28166986.840001546,18.049999237060547
2012-03-06,bull,1,944600.3072811096,0.0,144599053.1663047,28166986.840001546,20.8700008392334
2012-03-07,bull,1,311878.65611589554,0.0,144599053.1663047,28166986.840001546,19.06999969482422
2012-03-08,bull,1,63006.36018226346,0.0,144599053.1663047,28166986.840001546,17.950000762939453
2012-03-09,bull,1,13883.817842691375,0.0,144599053.1663047,28166986.840001546,17.110000610351562
2012-03-12,bull,1,2807695.8874773025,-3204142.5308775147,147803212.00973088,28166986.840001546,15.640000343322754
2012-03-13,bull,1,1195723.156784688,0.0,147803212.00973088,28166986.840001546,14.800000190734863
2012-03-14,bull,1,1327414.150886707,0.0,147803212.00973088,28166986.840001546,15.3100004196167
2012-03-15,bull,1,1028430.9526364645,0.0,147803212.00973088,28166986.840001546,15.420000076293945
2012-03-16,bull,1,664175.6387184638,0.0,147803212.00973088,28166986.840001546,14.470000267028809
2012-03-19,bull,1,498576.88944014645,0.0,147803212.00973088,28166986.840001546,15.039999961853027
2012-03-20,bull,1,606499.4529944222,0.0,147803212.00973088,28166986.840001546,15.579999923706055
2012-03-21,bull,1,496643.65009918885,0.0,147803212.00973088,28166986.840001546,15.130000114440918
2012-03-22,bull,1,708582.9656191446,0.0,147803212.00973088,28166986.840001546,15.569999694824219
2012-03-23,bull,1,412393.7688339998,0.0,147803212.00973088,28166986.840001546,14.819999694824219
2012-03-26,bull,1,78231.3330279516,0.0,147803212.00973088,28166986.840001546,14.260000228881836
2012-03-27,bull,1,146972.73480844335,0.0,147803212.00973088,28166986.840001546,15.59000015258789
2012-03-28,bull,1,148422.5521304515,0.0,147803212.00973088,28166986.840001546,15.470000267028809
2012-03-29,bull,1,128175.78348215552,0.0,147803212.00973088,28166986.840001546,15.479999542236328
2012-03-30,bull,1,71291.48710417731,0.0,147803212.00973088,28166986.840001546,15.5
2012-04-02,bull,1,10668.135657328941,0.0,147803212.00973088,28166986.840001546,15.640000343322754
2012-04-03,bull,1,8351.178870923488,0.0,147803212.00973088,28166986.840001546,15.65999984741211
2012-04-04,bull,1,19254.694474913507,0.0,147803212.00973088,28166986.840001546,16.440000534057617
2012-04-05,bull,1,10731.184069958827,0.0,147803212.00973088,28166986.840001546,16.700000762939453
2012-04-09,bull,1,4609800.272420752,-5327780.937811409,153131148.7533713,28166986.840001546,18.809999465942383
2012-04-10,bull,1,7569949.359025173,0.0,153131148.7533713,28166986.840001546,20.389999389648438
2012-04-11,bull,1,5984640.582907819,0.0,153131148.7533713,28166986.840001546,20.020000457763672
2012-04-12,bull,1,2871380.8238170515,0.0,153131148.7533713,28166986.840001546,17.200000762939453
2012-04-13,bull,1,5178893.173561866,0.0,153131148.7533713,28166986.840001546,19.549999237060547
2012-04-16,bull,1,4617660.843142444,0.0,153131148.7533713,28166986.840001546,19.549999237060547
2012-04-17,bull,1,2451574.326191423,0.0,153131148.7533713,28166986.840001546,18.459999084472656
2012-04-18,bull,1,2616621.519976587,0.0,153131148.7533713,28166986.840001546,18.639999389648438
2012-04-19,bull,1,2872625.6233499465,0.0,153131148.7533713,28166986.840001546,18.360000610351562
2012-04-20,bull,1,2156887.624335833,0.0,153131148.7533713,28166986.840001546,17.440000534057617
2012-04-23,bull,1,2921589.4065717193,0.0,153131148.7533713,28166986.840001546,18.969999313354492
2012-04-24,bull,1,2005901.7332393206,0.0,153131148.7533713,28166986.840001546,18.100000381469727
2012-04-25,bull,1,708906.5856383792,0.0,153131148.7533713,28166986.840001546,16.81999969482422
2012-04-26,bull,1,333057.40120729344,0.0,153131148.7533713,28166986.840001546,16.239999771118164
2012-04-27,bull,1,244625.0128931037,0.0,153131148.7533713,28166986.840001546,16.31999969482422
2012-04-30,bull,1,173863.13349579688,0.0,153131148.7533713,28166986.840001546,17.149999618530273
2012-05-01,bull,1,53649.1188649805,0.0,153131148.7533713,28166986.840001546,16.600000381469727
2012-05-02,bull,1,46329.028255417434,0.0,153131148.7533713,28166986.840001546,16.8799991607666
2012-05-03,bull,1,71352.1393940618,0.0,153131148.7533713,28166986.840001546,17.559999465942383
2012-05-04,bull,1,4530627.702510731,-4973382.235271066,158375169.66905764,28166986.840001546,19.15999984741211
2012-05-07,bull,1,3825448.690612844,0.0,158375169.66905764,28166986.840001546,18.940000534057617
2012-05-08,bull,1,4107091.473412475,0.0,158375169.66905764,28166986.840001546,19.049999237060547
2012-05-09,bull,1,5119778.338917945,0.0,158375169.66905764,28166986.840001546,20.079999923706055
2012-05-10,bull,1,4032907.5588734434,0.0,158375169.66905764,28166986.840001546,18.829999923706055
2012-05-11,bull,1,4710468.07661043,0.0,158375169.66905764,28166986.840001546,19.889999389648438
2012-05-14,bull,1,6521534.678583014,0.0,158375169.66905764,28166986.840001546,21.8700008392334
2012-05-15,bull,1,7245808.044692646,0.0,158375169.66905764,28166986.840001546,21.969999313354492
2012-05-16,bull,1,7796948.633494999,0.0,158375169.66905764,28166986.840001546,22.270000457763672
2012-05-17,bull,1,11812987.520441338,0.0,158375169.66905764,28166986.840001546,24.489999771118164
2012-05-18,bull,1,14118468.390508777,0.0,158375169.66905764,28166986.840001546,25.100000381469727
2012-05-21,bull,1,7241691.551146459,0.0,158375169.66905764,28166986.840001546,22.010000228881836
2012-05-22,bull,1,6684269.751923971,0.0,158375169.66905764,28166986.840001546,22.479999542236328
2012-05-23,bull,1,6083914.986760611,0.0,158375169.66905764,28166986.840001546,22.329999923706055
2012-05-24,bull,1,4939029.218265538,0.0,158375169.66905764,28166986.840001546,21.540000915527344
2012-05-25,bull,1,5192874.820749061,0.0,158375169.66905764,28166986.840001546,21.760000228881836
2012-05-29,bull,1,5825811.940763222,-5656201.411736761,165187115.19184685,28166986.840001546,21.030000686645508
