date,regime,n_active,hedge_mtm_value,daily_cash_flow,cumulative_premium,cumulative_payoffs,vix
2008-04-09,crisis,0,0.0,0.0,0.0,0.0,22.809999465942383
2008-04-10,crisis,0,0.0,0.0,0.0,0.0,21.979999542236328
2008-04-11,crisis,0,0.0,0.0,0.0,0.0,23.459999084472656
2008-04-14,crisis,0,0.0,0.0,0.0,0.0,23.81999969482422
2008-04-15,crisis,0,0.0,0.0,0.0,0.0,22.780000686645508
2008-04-16,crisis,0,0.0,0.0,0.0,0.0,20.530000686645508
2008-04-17,crisis,0,0.0,0.0,0.0,0.0,20.3700008392334
2008-04-18,crisis,0,0.0,0.0,0.0,0.0,20.1299991607666
2008-04-21,crisis,0,0.0,0.0,0.0,0.0,20.5
2008-04-22,crisis,0,0.0,0.0,0.0,0.0,20.8700008392334
2008-04-23,crisis,0,0.0,0.0,0.0,0.0,20.260000228881836
2008-04-24,crisis,0,0.0,0.0,0.0,0.0,20.059999465942383
2008-04-25,crisis,0,0.0,0.0,0.0,0.0,19.59000015258789
2008-04-28,crisis,0,0.0,0.0,0.0,0.0,19.639999389648438
2008-04-29,crisis,0,0.0,0.0,0.0,0.0,20.239999771118164
2008-04-30,crisis,0,0.0,0.0,0.0,0.0,20.790000915527344
2008-05-01,crisis,0,0.0,0.0,0.0,0.0,18.8799991607666
2008-05-02,crisis,0,0.0,0.0,0.0,0.0,18.18000030517578
2008-05-05,crisis,0,0.0,0.0,0.0,0.0,18.899999618530273
2008-05-06,crisis,0,0.0,0.0,0.0,0.0,18.209999084472656
2008-05-07,crisis,0,0.0,0.0,0.0,0.0,19.729999542236328
2008-05-08,crisis,0,0.0,0.0,0.0,0.0,19.399999618530273
2008-05-09,crisis,0,0.0,0.0,0.0,0.0,19.40999984741211
2008-05-12,crisis,0,0.0,0.0,0.0,0.0,17.790000915527344
2008-05-13,crisis,0,0.0,0.0,0.0,0.0,17.979999542236328
2008-05-14,crisis,0,0.0,0.0,0.0,0.0,17.65999984741211
2008-05-15,crisis,0,0.0,0.0,0.0,0.0,16.299999237060547
2008-05-16,crisis,0,0.0,0.0,0.0,0.0,16.469999313354492
2008-05-19,crisis,0,0.0,0.0,0.0,0.0,17.010000228881836
2008-05-20,crisis,0,0.0,0.0,0.0,0.0,17.579999923706055
2008-05-21,crisis,0,0.0,0.0,0.0,0.0,18.59000015258789
2008-05-22,crisis,0,0.0,0.0,0.0,0.0,18.049999237060547
2008-05-23,crisis,0,0.0,0.0,0.0,0.0,19.549999237060547
2008-05-27,crisis,0,0.0,0.0,0.0,0.0,19.639999389648438
2008-05-28,crisis,0,0.0,0.0,0.0,0.0,19.06999969482422
2008-05-29,crisis,0,0.0,0.0,0.0,0.0,18.139999389648438
2008-05-30,crisis,0,0.0,0.0,0.0,0.0,17.829999923706055
2008-06-02,crisis,0,0.0,0.0,0.0,0.0,19.829999923706055
2008-06-03,crisis,0,0.0,0.0,0.0,0.0,20.239999771118164
2008-06-04,crisis,0,0.0,0.0,0.0,0.0,20.799999237060547
2008-06-05,crisis,0,0.0,0.0,0.0,0.0,18.6299991607666
2008-06-06,crisis,0,0.0,0.0,0.0,0.0,23.559999465942383
2008-06-09,crisis,0,0.0,0.0,0.0,0.0,23.1200008392334
2008-06-10,crisis,0,0.0,0.0,0.0,0.0,23.18000030517578
2008-06-11,crisis,0,0.0,0.0,0.0,0.0,24.1200008392334
2008-06-12,crisis,0,0.0,0.0,0.0,0.0,23.329999923706055
2008-06-13,crisis,0,0.0,0.0,0.0,0.0,21.219999313354492
2008-06-16,crisis,0,0.0,0.0,0.0,0.0,20.950000762939453
2008-06-17,crisis,0,0.0,0.0,0.0,0.0,21.1299991607666
2008-06-18,crisis,0,0.0,0.0,0.0,0.0,22.239999771118164
2008-06-19,crisis,0,0.0,0.0,0.0,0.0,21.579999923706055
2008-06-20,crisis,0,0.0,0.0,0.0,0.0,22.8700008392334
2008-06-23,crisis,0,0.0,0.0,0.0,0.0,22.639999389648438
2008-06-24,crisis,0,0.0,0.0,0.0,0.0,22.420000076293945
2008-06-25,crisis,0,0.0,0.0,0.0,0.0,21.139999389648438
2008-06-26,crisis,0,0.0,0.0,0.0,0.0,23.93000030517578
2008-06-27,crisis,0,0.0,0.0,0.0,0.0,23.440000534057617
2008-06-30,crisis,0,0.0,0.0,0.0,0.0,23.950000762939453
2008-07-01,bear,0,0.0,0.0,0.0,0.0,23.649999618530273
2008-07-02,bear,0,0.0,0.0,0.0,0.0,25.920000076293945
2008-07-03,bear,0,0.0,0.0,0.0,0.0,24.780000686645508
2008-07-07,bear,0,0.0,0.0,0.0,0.0,25.780000686645508
2008-07-08,bear,0,0.0,0.0,0.0,0.0,23.149999618530273
2008-07-09,bear,0,0.0,0.0,0.0,0.0,25.229999542236328
2008-07-10,bear,0,0.0,0.0,0.0,0.0,25.59000015258789
2008-07-11,bear,0,0.0,0.0,0.0,0.0,27.489999771118164
2008-07-14,bear,0,0.0,0.0,0.0,0.0,28.479999542236328
2008-07-15,bear,0,0.0,0.0,0.0,0.0,28.540000915527344
2008-07-16,bear,0,0.0,0.0,0.0,0.0,25.100000381469727
2008-07-17,bear,0,0.0,0.0,0.0,0.0,25.010000228881836
2008-07-18,bear,0,0.0,0.0,0.0,0.0,24.049999237060547
2008-07-21,bear,0,0.0,0.0,0.0,0.0,23.049999237060547
2008-07-22,bear,0,0.0,0.0,0.0,0.0,21.18000030517578
2008-07-23,bear,0,0.0,0.0,0.0,0.0,21.309999465942383
2008-07-24,bear,0,0.0,0.0,0.0,0.0,23.440000534057617
2008-07-25,bear,0,0.0,0.0,0.0,0.0,22.90999984741211
2008-07-28,bear,0,0.0,0.0,0.0,0.0,24.229999542236328
2008-07-29,bear,0,0.0,0.0,0.0,0.0,22.030000686645508
2008-07-30,bear,0,0.0,0.0,0.0,0.0,21.209999084472656
2008-07-31,bear,0,0.0,0.0,0.0,0.0,22.940000534057617
2008-08-01,bear,0,0.0,0.0,0.0,0.0,22.56999969482422
2008-08-04,bear,0,0.0,0.0,0.0,0.0,23.489999771118164
2008-08-05,bear,0,0.0,0.0,0.0,0.0,21.139999389648438
2008-08-06,bear,0,0.0,0.0,0.0,0.0,20.229999542236328
2008-08-07,bear,0,0.0,0.0,0.0,0.0,21.149999618530273
2008-08-08,bear,0,0.0,0.0,0.0,0.0,20.65999984741211
2008-08-11,bear,0,0.0,0.0,0.0,0.0,20.1200008392334
2008-08-12,bear,0,0.0,0.0,0.0,0.0,21.170000076293945
2008-08-13,bear,0,0.0,0.0,0.0,0.0,21.549999237060547
2008-08-14,bear,0,0.0,0.0,0.0,0.0,20.34000015258789
2008-08-15,bear,0,0.0,0.0,0.0,0.0,19.579999923706055
2008-08-18,bear,0,0.0,0.0,0.0,0.0,20.979999542236328
2008-08-19,bear,0,0.0,0.0,0.0,0.0,21.280000686645508
2008-08-20,bear,0,0.0,0.0,0.0,0.0,20.420000076293945
2008-08-21,bear,0,0.0,0.0,0.0,0.0,19.81999969482422
2008-08-22,bear,0,0.0,0.0,0.0,0.0,18.809999465942383
2008-08-25,bear,0,0.0,0.0,0.0,0.0,20.969999313354492
2008-08-26,bear,0,0.0,0.0,0.0,0.0,20.489999771118164
2008-08-27,bear,0,0.0,0.0,0.0,0.0,19.760000228881836
2008-08-28,bear,0,0.0,0.0,0.0,0.0,19.43000030517578
2008-08-29,bear,0,0.0,0.0,0.0,0.0,20.649999618530273
2008-09-02,crisis,0,0.0,0.0,0.0,0.0,21.989999771118164
2008-09-03,crisis,0,0.0,0.0,0.0,0.0,21.43000030517578
2008-09-04,crisis,0,0.0,0.0,0.0,0.0,24.030000686645508
2008-09-05,crisis,0,0.0,0.0,0.0,0.0,23.059999465942383
2008-09-08,crisis,0,0.0,0.0,0.0,0.0,22.639999389648438
2008-09-09,crisis,0,0.0,0.0,0.0,0.0,25.469999313354492
2008-09-10,crisis,0,0.0,0.0,0.0,0.0,24.520000457763672
2008-09-11,crisis,0,0.0,0.0,0.0,0.0,24.389999389648438
2008-09-12,crisis,0,0.0,0.0,0.0,0.0,25.65999984741211
2008-09-15,crisis,0,0.0,0.0,0.0,0.0,31.700000762939453
2008-09-16,crisis,0,0.0,0.0,0.0,0.0,30.299999237060547
2008-09-17,crisis,0,0.0,0.0,0.0,0.0,36.220001220703125
2008-09-18,crisis,0,0.0,0.0,0.0,0.0,33.099998474121094
2008-09-19,crisis,0,0.0,0.0,0.0,0.0,32.06999969482422
2008-09-22,crisis,0,0.0,0.0,0.0,0.0,33.849998474121094
2008-09-23,crisis,0,0.0,0.0,0.0,0.0,35.720001220703125
2008-09-24,crisis,0,0.0,0.0,0.0,0.0,35.189998626708984
2008-09-25,crisis,0,0.0,0.0,0.0,0.0,32.81999969482422
2008-09-26,crisis,0,0.0,0.0,0.0,0.0,34.7400016784668
2008-09-29,crisis,0,0.0,0.0,0.0,0.0,46.720001220703125
2008-09-30,crisis,0,0.0,0.0,0.0,0.0,39.38999938964844
2008-10-01,crisis,0,0.0,0.0,0.0,0.0,39.810001373291016
2008-10-02,crisis,0,0.0,0.0,0.0,0.0,45.2599983215332
2008-10-03,crisis,0,0.0,0.0,0.0,0.0,45.13999938964844
2008-10-06,crisis,0,0.0,0.0,0.0,0.0,52.04999923706055
2008-10-07,crisis,0,0.0,0.0,0.0,0.0,53.68000030517578
2008-10-08,crisis,0,0.0,0.0,0.0,0.0,57.529998779296875
2008-10-09,crisis,0,0.0,0.0,0.0,0.0,63.91999816894531
2008-10-10,crisis,0,0.0,0.0,0.0,0.0,69.94999694824219
2008-10-13,crisis,0,0.0,0.0,0.0,0.0,54.9900016784668
2008-10-14,crisis,0,0.0,0.0,0.0,0.0,55.130001068115234
2008-10-15,crisis,0,0.0,0.0,0.0,0.0,69.25
2008-10-16,crisis,0,0.0,0.0,0.0,0.0,67.61000061035156
2008-10-17,crisis,0,0.0,0.0,0.0,0.0,70.33000183105469
2008-10-20,crisis,0,0.0,0.0,0.0,0.0,52.970001220703125
2008-10-21,crisis,0,0.0,0.0,0.0,0.0,53.11000061035156
2008-10-22,crisis,0,0.0,0.0,0.0,0.0,69.6500015258789
2008-10-23,crisis,0,0.0,0.0,0.0,0.0,67.80000305175781
2008-10-24,crisis,0,0.0,0.0,0.0,0.0,79.12999725341797
2008-10-27,crisis,0,0.0,0.0,0.0,0.0,80.05999755859375
2008-10-28,crisis,0,0.0,0.0,0.0,0.0,66.95999908447266
2008-10-29,crisis,0,0.0,0.0,0.0,0.0,69.95999908447266
2008-10-30,crisis,0,0.0,0.0,0.0,0.0,62.900001525878906
2008-10-31,crisis,0,0.0,0.0,0.0,0.0,59.88999938964844
2008-11-03,crisis,0,0.0,0.0,0.0,0.0,53.68000030517578
2008-11-04,crisis,0,0.0,0.0,0.0,0.0,47.72999954223633
2008-11-05,crisis,0,0.0,0.0,0.0,0.0,54.560001373291016
2008-11-06,crisis,0,0.0,0.0,0.0,0.0,63.68000030517578
2008-11-07,crisis,0,0.0,0.0,0.0,0.0,56.099998474121094
2008-11-10,crisis,0,0.0,0.0,0.0,0.0,59.97999954223633
2008-11-11,crisis,0,0.0,0.0,0.0,0.0,61.439998626708984
2008-11-12,crisis,0,0.0,0.0,0.0,0.0,66.45999908447266
2008-11-13,crisis,0,0.0,0.0,0.0,0.0,59.83000183105469
2008-11-14,crisis,0,0.0,0.0,0.0,0.0,66.30999755859375
2008-11-17,crisis,0,0.0,0.0,0.0,0.0,69.1500015258789
2008-11-18,crisis,0,0.0,0.0,0.0,0.0,67.63999938964844
2008-11-19,crisis,0,0.0,0.0,0.0,0.0,74.26000213623047
2008-11-20,crisis,0,0.0,0.0,0.0,0.0,80.86000061035156
2008-11-21,crisis,0,0.0,0.0,0.0,0.0,72.66999816894531
2008-11-24,crisis,0,0.0,0.0,0.0,0.0,64.69999694824219
2008-11-25,crisis,0,0.0,0.0,0.0,0.0,60.900001525878906
2008-11-26,crisis,0,0.0,0.0,0.0,0.0,54.91999816894531
2008-11-28,crisis,0,0.0,0.0,0.0,0.0,55.279998779296875
2008-12-01,crisis,0,0.0,0.0,0.0,0.0,68.51000213623047
2008-12-02,crisis,0,0.0,0.0,0.0,0.0,62.97999954223633
2008-12-03,crisis,0,0.0,0.0,0.0,0.0,60.720001220703125
2008-12-04,crisis,0,0.0,0.0,0.0,0.0,63.63999938964844
2008-12-05,crisis,0,0.0,0.0,0.0,0.0,59.93000030517578
2008-12-08,crisis,0,0.0,0.0,0.0,0.0,58.4900016784668
2008-12-09,crisis,0,0.0,0.0,0.0,0.0,58.90999984741211
2008-12-10,crisis,0,0.0,0.0,0.0,0.0,55.72999954223633
2008-12-11,crisis,0,0.0,0.0,0.0,0.0,55.779998779296875
2008-12-12,crisis,0,0.0,0.0,0.0,0.0,54.279998779296875
2008-12-15,crisis,0,0.0,0.0,0.0,0.0,56.7599983215332
2008-12-16,crisis,0,0.0,0.0,0.0,0.0,52.369998931884766
2008-12-17,crisis,0,0.0,0.0,0.0,0.0,49.84000015258789
2008-12-18,crisis,0,0.0,0.0,0.0,0.0,47.34000015258789
2008-12-19,crisis,0,0.0,0.0,0.0,0.0,44.93000030517578
2008-12-22,crisis,0,0.0,0.0,0.0,0.0,44.560001373291016
2008-12-23,crisis,0,0.0,0.0,0.0,0.0,45.02000045776367
2008-12-24,crisis,0,0.0,0.0,0.0,0.0,44.209999084472656
2008-12-26,crisis,0,0.0,0.0,0.0,0.0,43.380001068115234
2008-12-29,crisis,0,0.0,0.0,0.0,0.0,43.900001525878906
2008-12-30,crisis,0,0.0,0.0,0.0,0.0,41.630001068115234
2008-12-31,crisis,0,0.0,0.0,0.0,0.0,40.0
2009-01-02,crisis,0,0.0,0.0,0.0,0.0,39.189998626708984
2009-01-05,crisis,0,0.0,0.0,0.0,0.0,39.08000183105469
2009-01-06,bear,0,0.0,0.0,0.0,0.0,38.560001373291016
2009-01-07,bear,0,0.0,0.0,0.0,0.0,43.38999938964844
2009-01-08,bear,0,0.0,0.0,0.0,0.0,42.560001373291016
2009-01-09,bear,0,0.0,0.0,0.0,0.0,42.81999969482422
2009-01-12,bear,0,0.0,0.0,0.0,0.0,45.84000015258789
2009-01-13,bear,0,0.0,0.0,0.0,0.0,43.27000045776367
2009-01-14,bear,0,0.0,0.0,0.0,0.0,49.13999938964844
2009-01-15,bear,0,0.0,0.0,0.0,0.0,51.0
2009-01-16,bear,0,0.0,0.0,0.0,0.0,46.11000061035156
2009-01-20,bear,0,0.0,0.0,0.0,0.0,56.650001525878906
2009-01-21,bear,0,0.0,0.0,0.0,0.0,46.41999816894531
2009-01-22,bear,0,0.0,0.0,0.0,0.0,47.290000915527344
2009-01-23,bear,0,0.0,0.0,0.0,0.0,47.27000045776367
2009-01-26,bear,0,0.0,0.0,0.0,0.0,45.689998626708984
2009-01-27,bear,0,0.0,0.0,0.0,0.0,42.25
2009-01-28,bear,0,0.0,0.0,0.0,0.0,39.65999984741211
2009-01-29,bear,0,0.0,0.0,0.0,0.0,42.630001068115234
2009-01-30,bear,0,0.0,0.0,0.0,0.0,44.84000015258789
2009-02-02,bear,0,0.0,0.0,0.0,0.0,45.52000045776367
2009-02-03,bear,0,0.0,0.0,0.0,0.0,43.060001373291016
2009-02-04,bear,0,0.0,0.0,0.0,0.0,43.849998474121094
2009-02-05,bear,0,0.0,0.0,0.0,0.0,43.72999954223633
2009-02-06,bear,0,0.0,0.0,0.0,0.0,43.369998931884766
2009-02-09,bear,0,0.0,0.0,0.0,0.0,43.63999938964844
2009-02-10,bear,0,0.0,0.0,0.0,0.0,46.66999816894531
2009-02-11,bear,0,0.0,0.0,0.0,0.0,44.529998779296875
2009-02-12,bear,0,0.0,0.0,0.0,0.0,41.25
2009-02-13,bear,0,0.0,0.0,0.0,0.0,42.93000030517578
2009-02-17,bear,0,0.0,0.0,0.0,0.0,48.65999984741211
2009-02-18,bear,0,0.0,0.0,0.0,0.0,48.459999084472656
2009-02-19,bear,0,0.0,0.0,0.0,0.0,47.08000183105469
2009-02-20,bear,0,0.0,0.0,0.0,0.0,49.29999923706055
2009-02-23,bear,0,0.0,0.0,0.0,0.0,52.619998931884766
2009-02-24,bear,0,0.0,0.0,0.0,0.0,45.4900016784668
2009-02-25,bear,0,0.0,0.0,0.0,0.0,44.66999816894531
2009-02-26,bear,0,0.0,0.0,0.0,0.0,44.65999984741211
2009-02-27,bear,0,0.0,0.0,0.0,0.0,46.349998474121094
2009-03-02,bear,0,0.0,0.0,0.0,0.0,52.650001525878906
2009-03-03,bear,0,0.0,0.0,0.0,0.0,50.93000030517578
2009-03-04,bear,0,0.0,0.0,0.0,0.0,47.560001373291016
2009-03-05,bear,0,0.0,0.0,0.0,0.0,50.16999816894531
2009-03-06,bear,0,0.0,0.0,0.0,0.0,49.33000183105469
2009-03-09,bear,0,0.0,0.0,0.0,0.0,49.68000030517578
2009-03-10,bear,0,0.0,0.0,0.0,0.0,44.369998931884766
2009-03-11,bear,0,0.0,0.0,0.0,0.0,43.61000061035156
2009-03-12,bear,0,0.0,0.0,0.0,0.0,41.18000030517578
2009-03-13,bear,0,0.0,0.0,0.0,0.0,42.36000061035156
2009-03-16,bear,0,0.0,0.0,0.0,0.0,43.7400016784668
2009-03-17,bear,0,0.0,0.0,0.0,0.0,40.79999923706055
2009-03-18,bear,0,0.0,0.0,0.0,0.0,40.060001373291016
2009-03-19,bear,0,0.0,0.0,0.0,0.0,43.68000030517578
2009-03-20,bear,0,0.0,0.0,0.0,0.0,45.88999938964844
2009-03-23,bear,0,0.0,0.0,0.0,0.0,43.22999954223633
2009-03-24,bear,0,0.0,0.0,0.0,0.0,42.93000030517578
2009-03-25,bear,0,0.0,0.0,0.0,0.0,42.25
2009-03-26,bear,0,0.0,0.0,0.0,0.0,40.36000061035156
2009-03-27,bear,0,0.0,0.0,0.0,0.0,41.040000915527344
2009-03-30,bear,0,0.0,0.0,0.0,0.0,45.540000915527344
2009-03-31,bear,0,0.0,0.0,0.0,0.0,44.13999938964844
2009-04-01,bear,0,0.0,0.0,0.0,0.0,42.279998779296875
2009-04-02,bear,0,0.0,0.0,0.0,0.0,42.040000915527344
2009-04-03,bear,0,0.0,0.0,0.0,0.0,39.70000076293945
2009-04-06,bear,0,0.0,0.0,0.0,0.0,40.93000030517578
2009-04-07,bear,0,0.0,0.0,0.0,0.0,40.38999938964844
2009-04-08,bear,0,0.0,0.0,0.0,0.0,38.849998474121094
2009-04-09,bear,0,0.0,0.0,0.0,0.0,36.529998779296875
2009-04-13,bear,0,0.0,0.0,0.0,0.0,37.810001373291016
2009-04-14,bear,0,0.0,0.0,0.0,0.0,37.66999816894531
2009-04-15,bear,0,0.0,0.0,0.0,0.0,36.16999816894531
2009-04-16,bear,0,0.0,0.0,0.0,0.0,35.790000915527344
2009-04-17,bear,0,0.0,0.0,0.0,0.0,33.939998626708984
2009-04-20,bear,0,0.0,0.0,0.0,0.0,39.18000030517578
2009-04-21,bear,0,0.0,0.0,0.0,0.0,37.13999938964844
2009-04-22,bear,0,0.0,0.0,0.0,0.0,38.099998474121094
2009-04-23,bear,0,0.0,0.0,0.0,0.0,37.150001525878906
2009-04-24,bear,0,0.0,0.0,0.0,0.0,36.81999969482422
2009-04-27,bear,0,0.0,0.0,0.0,0.0,38.31999969482422
2009-04-28,bear,0,0.0,0.0,0.0,0.0,37.95000076293945
2009-04-29,bear,0,0.0,0.0,0.0,0.0,36.08000183105469
2009-04-30,bear,0,0.0,0.0,0.0,0.0,36.5
2009-05-01,bear,0,0.0,0.0,0.0,0.0,35.29999923706055
2009-05-04,bear,0,0.0,0.0,0.0,0.0,34.529998779296875
2009-05-05,bear,0,0.0,0.0,0.0,0.0,33.36000061035156
2009-05-06,bear,0,0.0,0.0,0.0,0.0,32.45000076293945
2009-05-07,bear,0,0.0,0.0,0.0,0.0,33.439998626708984
2009-05-08,bear,0,0.0,0.0,0.0,0.0,32.04999923706055
2009-05-11,bear,0,0.0,0.0,0.0,0.0,32.869998931884766
2009-05-12,bear,0,0.0,0.0,0.0,0.0,31.799999237060547
2009-05-13,bear,0,0.0,0.0,0.0,0.0,33.650001525878906
2009-05-14,bear,0,0.0,0.0,0.0,0.0,31.3700008392334
2009-05-15,bear,0,0.0,0.0,0.0,0.0,33.119998931884766
2009-05-18,bear,0,0.0,0.0,0.0,0.0,30.239999771118164
2009-05-19,bear,0,0.0,0.0,0.0,0.0,28.799999237060547
2009-05-20,bear,0,0.0,0.0,0.0,0.0,29.030000686645508
2009-05-21,bear,0,0.0,0.0,0.0,0.0,31.350000381469727
2009-05-22,bear,0,0.0,0.0,0.0,0.0,32.630001068115234
2009-05-26,bear,0,0.0,0.0,0.0,0.0,30.6200008392334
2009-05-27,bear,0,0.0,0.0,0.0,0.0,32.36000061035156
2009-05-28,bear,0,0.0,0.0,0.0,0.0,31.670000076293945
2009-05-29,bear,0,0.0,0.0,0.0,0.0,28.920000076293945
2009-06-01,bear,0,0.0,0.0,0.0,0.0,30.040000915527344
2009-06-02,bear,0,0.0,0.0,0.0,0.0,29.6299991607666
2009-06-03,bear,0,0.0,0.0,0.0,0.0,31.020000457763672
2009-06-04,bear,0,0.0,0.0,0.0,0.0,30.18000030517578
2009-06-05,bear,0,0.0,0.0,0.0,0.0,29.6200008392334
2009-06-08,bear,0,0.0,0.0,0.0,0.0,29.770000457763672
2009-06-09,bear,0,0.0,0.0,0.0,0.0,28.270000457763672
2009-06-10,bear,0,0.0,0.0,0.0,0.0,28.459999084472656
2009-06-11,bear,0,0.0,0.0,0.0,0.0,28.110000610351562
2009-06-12,bear,0,0.0,0.0,0.0,0.0,28.149999618530273
2009-06-15,bear,0,0.0,0.0,0.0,0.0,30.809999465942383
2009-06-16,bear,0,0.0,0.0,0.0,0.0,32.68000030517578
2009-06-17,bear,0,0.0,0.0,0.0,0.0,31.540000915527344
2009-06-18,bear,0,0.0,0.0,0.0,0.0,30.030000686645508
2009-06-19,bear,0,0.0,0.0,0.0,0.0,27.989999771118164
2009-06-22,bear,0,0.0,0.0,0.0,0.0,31.170000076293945
2009-06-23,bear,0,0.0,0.0,0.0,0.0,30.579999923706055
2009-06-24,bear,0,0.0,0.0,0.0,0.0,29.049999237060547
2009-06-25,bear,0,0.0,0.0,0.0,0.0,26.360000610351562
2009-06-26,bear,0,0.0,0.0,0.0,0.0,25.93000030517578
2009-06-29,bear,0,0.0,0.0,0.0,0.0,25.350000381469727
2009-06-30,bear,0,0.0,0.0,0.0,0.0,26.350000381469727
2009-07-01,bear,0,0.0,0.0,0.0,0.0,26.219999313354492
2009-07-02,bear,0,0.0,0.0,0.0,0.0,27.950000762939453
2009-07-06,bear,0,0.0,0.0,0.0,0.0,29.0
2009-07-07,bear,0,0.0,0.0,0.0,0.0,30.850000381469727
2009-07-08,bear,0,0.0,0.0,0.0,0.0,31.299999237060547
2009-07-09,bear,0,0.0,0.0,0.0,0.0,29.780000686645508
2009-07-10,bear,0,0.0,0.0,0.0,0.0,29.020000457763672
2009-07-13,bear,0,0.0,0.0,0.0,0.0,26.309999465942383
2009-07-14,normal,1,4586917.941996557,-5520891.832856767,5520891.832856767,0.0,25.020000457763672
2009-07-15,normal,1,3026698.7778175906,0.0,5520891.832856767,0.0,25.889999389648438
2009-07-16,normal,1,2870381.33420238,0.0,5520891.832856767,0.0,25.420000076293945
2009-07-17,normal,1,2042106.3531427619,0.0,5520891.832856767,0.0,24.34000015258789
2009-07-20,normal,1,1407623.7836759307,0.0,5520891.832856767,0.0,24.399999618530273
2009-07-21,normal,1,1098928.0085226381,0.0,5520891.832856767,0.0,23.8700008392334
2009-07-22,normal,1,951058.480064438,0.0,5520891.832856767,0.0,23.469999313354492
2009-07-23,normal,1,508419.1995203269,0.0,5520891.832856767,0.0,23.43000030517578
2009-07-24,normal,1,374664.4743652316,0.0,5520891.832856767,0.0,23.09000015258789
2009-07-27,normal,1,290694.1600978651,0.0,5520891.832856767,0.0,24.280000686645508
2009-07-28,normal,1,329380.74709485663,0.0,5520891.832856767,0.0,25.010000228881836
2009-07-29,normal,1,336003.82367588626,0.0,5520891.832856767,0.0,25.610000610351562
2009-07-30,normal,1,192177.1168957206,0.0,5520891.832856767,0.0,25.399999618530273
2009-07-31,normal,1,164662.69632828675,0.0,5520891.832856767,0.0,25.920000076293945
2009-08-03,normal,1,28355.27522097226,0.0,5520891.832856767,0.0,25.559999465942383
2009-08-04,normal,1,11142.515375543013,0.0,5520891.832856767,0.0,24.889999389648438
2009-08-05,normal,1,6545.707205987845,0.0,5520891.832856767,0.0,24.899999618530273
2009-08-06,normal,1,5589.00141871204,0.0,5520891.832856767,0.0,25.670000076293945
2009-08-07,normal,1,500.64899825471343,0.0,5520891.832856767,0.0,24.760000228881836
2009-08-10,normal,1,4442080.009313988,-5403973.681767862,10924865.825189179,0.0,24.989999771118164
2009-08-11,normal,1,5551794.692310307,0.0,10924865.825189179,0.0,25.989999771118164
2009-08-12,normal,1,4460392.437142828,0.0,10924865.825189179,0.0,25.450000762939453
2009-08-13,normal,1,3621887.4541935883,0.0,10924865.825189179,0.0,24.709999084472656
2009-08-14,normal,1,3879530.6634698673,0.0,10924865.825189179,0.0,24.270000457763672
2009-08-17,normal,1,6556436.370372834,0.0,10924865.825189179,0.0,27.889999389648438
2009-08-18,normal,1,5195241.678293517,0.0,10924865.825189179,0.0,26.18000030517578
2009-08-19,normal,1,4303280.012889664,0.0,10924865.825189179,0.0,26.260000228881836
